iter	Logloss
353	0.2918091211
354	0.2917242705
355	0.2916830792
356	0.2916164061
357	0.2915704843
358	0.2915257187
359	0.2914298504
360	0.2913908105
361	0.2913162605
362	0.2912701163
363	0.2911798792
364	0.2911219946
365	0.2910582344
366	0.2910114565
367	0.2909787259
368	0.2909397082
369	0.2908967325
370	0.2908656195
371	0.2907912196
372	0.2907363202
373	0.2906735494
374	0.2906177828
375	0.2905374683
376	0.2905044264
377	0.2904506221
378	0.2903880736
379	0.2903234907
380	0.2902785806
381	0.2902428426
382	0.2901951364
383	0.2901522997
384	0.2900934869
385	0.2900458029
386	0.2899984079
387	0.2899271877
388	0.2898722216
389	0.2898065491
390	0.2897600213
391	0.2897003635
392	0.2896580439
393	0.2896014045
394	0.2895366492
395	0.2894886873
396	0.2894393579
397	0.28938512
398	0.2893342007
399	0.2893018036
400	0.289244664
401	0.2891898369
402	0.2891299512
403	0.2890773642
404	0.2890471407
405	0.2889744084
406	0.288889202
407	0.2888188045
408	0.2887363609
409	0.2887041584
410	0.2886544787
411	0.2886129929
412	0.2885535074
413	0.2884897694
414	0.2884242248
415	0.2883605979
416	0.2883216358
417	0.2882967376
418	0.288242105
419	0.2881782169
420	0.2880996757
421	0.2880500794
422	0.2879887373
423	0.2879244545
424	0.2878524004
425	0.2877715411
426	0.2877202494
427	0.2876760842
428	0.2876045026
429	0.2875667745
430	0.2875030699
431	0.2874449185
432	0.2873864781
433	0.2873346472
434	0.287284962
435	0.2872350323
436	0.2871936965
437	0.2871380911
438	0.2870733748
439	0.2870386096
440	0.2869971904
441	0.2869417907
442	0.286886769
443	0.2868399911
444	0.2868001952
445	0.2867560689
446	0.2867211258
447	0.2866521013
448	0.2865975299
449	0.2865458435
450	0.2865122235
451	0.2864789759
452	0.2864303357
453	0.2863939196
454	0.286340182
455	0.2862941601
456	0.2862545253
457	0.2862075084
458	0.2861683351
459	0.2861194726
460	0.2860850298
461	0.2860415372
462	0.2860066275
463	0.2859661478
464	0.2859010423
465	0.2858424518
466	0.285805024
467	0.2857500578
468	0.2857138418
469	0.2856550623
470	0.2855804789
471	0.2855238174
472	0.2854715306
473	0.2854324518
474	0.2853860519
475	0.2853335094
476	0.2852729344
477	0.2852348284
478	0.2851745424
479	0.2851385654
480	0.2851009652
481	0.2850547154
482	0.2849877644
483	0.284933343
484	0.2848846362
485	0.2848438063
486	0.2847950995
487	0.2847525964
488	0.2846983696
489	0.2846612308
490	0.2846082158
491	0.2845581026
492	0.2845177341
493	0.2844752865
494	0.2844358074
495	0.2843893464
496	0.2843363759
497	0.2843034785
498	0.2842559002
499	0.2842071544
500	0.284150604
501	0.2840999127
502	0.2840521787
503	0.2840053396
504	0.2839625808
505	0.2839040125
506	0.2838516035
507	0.2838225806
508	0.2837934244
509	0.2837417825
510	0.2836754929
511	0.283645047
512	0.283598258
513	0.2835601908
514	0.2835159756
515	0.2834542388
516	0.2834224476
517	0.2833936638
518	0.2833570364
519	0.2833031042
520	0.2832607956
521	0.2832040896
522	0.2831519252
523	0.2831027458
524	0.2830434605
525	0.2829999401
526	0.2829725849
527	0.2829271578
528	0.2828916255
529	0.2828614241
530	0.2828212947
531	0.2827483067
532	0.2827245759
533	0.2826846131
534	0.2826405202
535	0.2825936533
536	0.2825349072
537	0.2824938105
538	0.2824366431
539	0.2823990873
540	0.2823576348
541	0.2823285286
542	0.2822838241
543	0.2822426941
544	0.2821828695
545	0.2821334678
546	0.282086512
547	0.2820424858
548	0.2820043075
549	0.2819550114
550	0.281923765
551	0.2818714727
552	0.2818043271
553	0.2817431795
554	0.2816976301
555	0.2816426585
556	0.2815828061
557	0.2815365785
558	0.2814860373
559	0.2814541572
560	0.2814262127
561	0.2813958001
562	0.2813477604
563	0.2813095598
564	0.2812639159
565	0.2812083939
566	0.2811563296
567	0.281114588
568	0.2810840809
569	0.281037681
570	0.2810059788
571	0.280960913
572	0.280906147
573	0.2808580406
574	0.2808142311
575	0.2807667973
576	0.2807152387
577	0.2806761488
578	0.2806282813
579	0.2805879406
580	0.2805510742
581	0.2805022228
582	0.2804706874
583	0.2804283176
584	0.2803982442
585	0.280348609
586	0.2803243001
587	0.280279818
588	0.2802405501
589	0.2801854228
590	0.28014536
591	0.2800940016
592	0.280053155
593	0.279999851
594	0.2799652804
595	0.279932333
596	0.2798973288
597	0.2798712188
598	0.2798170642
599	0.2797543268
600	0.2797285559
601	0.2796806774
602	0.2796441556
603	0.2795939367
604	0.2795566534
605	0.2795190087
606	0.2794798854
607	0.2794569328
608	0.2794067418
609	0.2793674461
610	0.2793280115
611	0.2793023962
612	0.2792569135
613	0.279217629
614	0.279173536
615	0.2791278977
616	0.2790812699
617	0.2790323018
618	0.279013435
619	0.2789567623
620	0.2789229644
621	0.2788813285
622	0.2788532006
623	0.2788200141
624	0.2787869555
625	0.2787444524
626	0.2787080251
627	0.2786796693
628	0.2786516415
629	0.2786253258
630	0.2785821278
631	0.2785497807
632	0.2785261833
633	0.278471951
634	0.2784431005
635	0.2783923869
636	0.2783512846
637	0.2783133842
638	0.2782830828
639	0.2782400071
640	0.2782084494
641	0.2781809997
642	0.2781406479
643	0.278105349
644	0.2780781495
645	0.2780208042
646	0.2779911087
647	0.2779497451
648	0.2779208668
649	0.2778866131
650	0.2778541937
651	0.2778157652
652	0.2777711998
653	0.2777492367
654	0.2777159224
655	0.2776851429
656	0.2776559255
657	0.2776084027
658	0.2775685456
659	0.2775234798
660	0.2774903712
661	0.2774621711
662	0.2774197235
663	0.2773711279
664	0.2773404985
665	0.277296122
666	0.2772454363
667	0.2772096594
668	0.2771475445
669	0.2771211621
670	0.2770882981
671	0.2770523878
672	0.2770270393
673	0.2770033586
674	0.2769787161
675	0.2769268907
676	0.2768884678
677	0.2768528021
678	0.2768126115
679	0.2767738106
680	0.2767436037
681	0.2767098669
682	0.2766732728
683	0.27663311
684	0.2765910293
685	0.2765640799
686	0.276514895
687	0.2764809359
688	0.2764457038
689	0.2764043402
690	0.2763547551
691	0.2763142532
692	0.2762635785
693	0.2762387804
694	0.2761989066
695	0.2761529014
696	0.2761251626
697	0.2761045503
698	0.2760704133
699	0.2760416684
700	0.2760115504
701	0.2759899153
702	0.275948624
703	0.2759013792
704	0.2758653521
705	0.2758297754
706	0.2758053497
707	0.2757656927
708	0.2757279202
709	0.2756792856
710	0.2756467551
711	0.275604113
712	0.2755804156
713	0.2755384739
714	0.2754832076
715	0.2754436118
716	0.2754168514
717	0.2753796959
718	0.2753504284
719	0.2753135564
720	0.2752839165
721	0.2752625871
722	0.2752362548
723	0.2752023234
724	0.2751689535
725	0.2751397417
726	0.275097044
727	0.2750711952
728	0.2750452798
729	0.2750133496
730	0.2749848993
731	0.2749567492
732	0.2749314675
733	0.2749057188
734	0.2748611811
735	0.2748398906
736	0.2748101118
737	0.2747656908
738	0.2747225151
739	0.2746872274
740	0.2746509279
741	0.2746265857
742	0.2746042168
743	0.2745701409
744	0.2745460432
745	0.274503818
746	0.2744680633
747	0.2744400022
748	0.2744168995
749	0.2743764865
750	0.2743519107
751	0.2743136602
752	0.2742833476
753	0.2742458141
754	0.2742120273
755	0.2741657553
756	0.2741124735
757	0.2740848793
758	0.2740529213
759	0.2740083448
760	0.2739891277
761	0.2739528783
762	0.2739330109
763	0.2738954552
764	0.2738565431
765	0.2738163692
766	0.2737810926
767	0.2737456881
768	0.27373203
769	0.273704508
770	0.273674429
771	0.2736491194
772	0.2736212806
773	0.2735866322
774	0.2735490542
775	0.2735261294
776	0.2734943994
777	0.2734550037
778	0.2734267479
779	0.2733794753
780	0.2733272608
781	0.2733071766
782	0.2732656018
783	0.27324579
784	0.2732105023
785	0.2731708842
786	0.2731361357
787	0.2730929878
788	0.2730638371
789	0.2730366431
790	0.2730018112
791	0.2729776523
792	0.2729557893
793	0.2729164436
794	0.2728859588
795	0.2728538118
796	0.2728252448
797	0.2728003688
798	0.272775504
799	0.2727569152
800	0.2727268917
801	0.2726975019
802	0.2726736377
803	0.2726345422
804	0.2726087212
805	0.2725764909
806	0.2725473958
807	0.2725239095
808	0.27248741
809	0.2724425443
810	0.2724116704
811	0.2723892237
812	0.272354792
813	0.2723308778
814	0.2723103878
815	0.272281804
816	0.2722488566
817	0.2721942574
818	0.2721603761
819	0.2721342216
820	0.2721030085
821	0.2720676097
822	0.2720379197
823	0.2720063064
824	0.2719823088
825	0.2719623246
826	0.2719254415
827	0.2718907931
828	0.2718491405
829	0.2718159429
830	0.2717946135
831	0.2717699321
832	0.2717288354
833	0.2717127981
834	0.2716841921
835	0.2716586269
836	0.271624312
837	0.2715987801
838	0.2715696294
839	0.2715404731
840	0.2715174872
841	0.271478714
842	0.2714383566
843	0.2714153874
844	0.2713842077
845	0.2713614163
846	0.2713333496
847	0.2713072118
848	0.2712691391
849	0.271238254
850	0.2712049897
851	0.2711729873
852	0.2711466438
853	0.2711219958
854	0.2710993934
855	0.271070793
856	0.271041848
857	0.2710105793
858	0.2709811673
859	0.2709448735
860	0.2709204255
861	0.2708963668
862	0.270861496
863	0.2708270866
864	0.2708001316
865	0.2707651441
866	0.2707452878
867	0.2707030404
868	0.2706696927
869	0.2706247048
870	0.2705967325
871	0.2705757311
872	0.2705529064
873	0.2705212375
874	0.2704793403
875	0.2704508288
876	0.2704244298
877	0.2703946676
878	0.2703612754
879	0.2703275998
880	0.2703093222
881	0.2702926957
882	0.2702586698
883	0.2702363454
884	0.2702103354
885	0.2701882111
886	0.2701523675
887	0.2701190477
888	0.2700920204
889	0.2700512294
890	0.2700267093
891	0.2700098992
892	0.2699859072
893	0.2699544106
894	0.269920507
895	0.2698806889
896	0.2698552626
897	0.2698267567
898	0.2697915802
899	0.2697626073
900	0.2697319668
901	0.2696949892
902	0.2696792465
903	0.2696525862
904	0.2696204281
905	0.269593701
906	0.2695566289
907	0.2695350327
908	0.2695028969
909	0.2694731903
910	0.2694495429
911	0.2694155615
912	0.2693935539
913	0.2693724302
914	0.269348805
915	0.2693204714
916	0.2692989642
917	0.2692664837
918	0.2692366993
919	0.2692052472
920	0.2691865972
921	0.2691543946
922	0.2691129755
923	0.2690967213
924	0.2690595492
925	0.2690296258
926	0.2690017202
927	0.2689811469
928	0.2689559707
929	0.2689215502
930	0.2688924384
931	0.2688731436
932	0.268840891
933	0.2688234306
934	0.2687985991
935	0.2687636283
936	0.2687435719
937	0.268716528
938	0.2686920856
939	0.2686669706
940	0.2686456468
941	0.2686165183
942	0.2685906807
943	0.2685688844
944	0.2685380215
945	0.2684992762
946	0.2684662954
947	0.2684316636
948	0.2684016958
949	0.2683798383
950	0.2683569246
951	0.2683333217
952	0.2683084624
953	0.2682857433
954	0.2682613454
955	0.2682434458
956	0.2682175471
957	0.2682064126
958	0.2681746993
959	0.2681570388
960	0.2681220901
961	0.2680773357
962	0.2680507309
963	0.2680171164
964	0.2679935079
965	0.2679682484
966	0.2679344894
967	0.2679007915
968	0.2678790396
969	0.2678378317
970	0.2678179254
971	0.2677835382
972	0.2677570669
973	0.2677365547
974	0.2677039964
975	0.2676762243
976	0.2676542445
977	0.2676313697
978	0.2676054598
979	0.2675759422
980	0.2675489873
981	0.2675241058
982	0.2674792234
983	0.2674607902
984	0.2674303776
985	0.2674026333
986	0.2673835998
987	0.2673412578
988	0.2673115012
989	0.2672757799
990	0.2672531553
991	0.2672231874
992	0.2671864766
993	0.2671612338
994	0.2671245342
995	0.2671013926
996	0.2670714525
997	0.2670358257
998	0.2670192547
999	0.2669975696
1000	0.2669687357
1001	0.2669378617
1002	0.2669053979
1003	0.2668748797
1004	0.2668405481
1005	0.2668029813
1006	0.2667797786
1007	0.2667576487
1008	0.2667301378
1009	0.2666926322
1010	0.2666630645
1011	0.2666414794
1012	0.2666255088
1013	0.2666131514
1014	0.2665840563
1015	0.2665672629
1016	0.2665481571
1017	0.2665168551
1018	0.2664834241
1019	0.2664552628
1020	0.2664292306
1021	0.2664051107
1022	0.266376527
1023	0.2663494775
1024	0.2662993309
1025	0.2662794858
1026	0.2662509854
1027	0.2662348536
1028	0.2662185216
1029	0.2661849516
1030	0.2661559677
1031	0.2661404862
1032	0.2661191124
1033	0.2660899728
1034	0.2660593712
1035	0.2660228105
1036	0.2660052556
1037	0.2659585611
1038	0.265936698
1039	0.2659140401
1040	0.2658790803
1041	0.265863938
1042	0.2658260376
1043	0.2657981932
1044	0.2657608543
1045	0.2657431993
1046	0.2657122086
1047	0.265681557
1048	0.2656528843
1049	0.2656219548
1050	0.2655958503
1051	0.265572492
1052	0.2655532694
1053	0.2655241187
1054	0.2654845117
1055	0.2654545716
1056	0.2654374058
1057	0.2654208682
1058	0.2653862642
1059	0.2653672251
1060	0.2653274514
1061	0.2653010412
1062	0.2652742252
1063	0.2652517952
1064	0.2652248624
1065	0.2652037054
1066	0.2651660829
1067	0.265137388
1068	0.2651155862
1069	0.2650860241
1070	0.2650598474
1071	0.2650328035
1072	0.2650127304
1073	0.2649960148
1074	0.2649752636
1075	0.2649419493
1076	0.2649105583
1077	0.2648777332
1078	0.2648444578
1079	0.2648239789
1080	0.2647900309
1081	0.264769691
1082	0.2647397009
1083	0.2646938346
1084	0.2646712434
1085	0.2646460728
1086	0.2646211802
1087	0.2645989781
1088	0.2645814232
1089	0.2645511106
1090	0.2645300759
1091	0.2644990351
1092	0.264467622
1093	0.2644458312
1094	0.2644194154
1095	0.2643950231
1096	0.2643653832
1097	0.2643442428
1098	0.2643190389
1099	0.2642906442
1100	0.2642615102
1101	0.2642213418
1102	0.264199123
1103	0.2641630626
1104	0.2641384479
1105	0.2641037939
1106	0.2640865447
1107	0.2640670553
1108	0.2640451478
1109	0.2640310172
1110	0.2639978752
1111	0.2639755563
1112	0.263947623
1113	0.2639097838
1114	0.2638863642
1115	0.2638609713
1116	0.2638353838
1117	0.2638202137
1118	0.2637914076
1119	0.2637659591
1120	0.2637379035
1121	0.2637215548
1122	0.2636930212
1123	0.2636750549
1124	0.2636542647
1125	0.2636262869
1126	0.2636048797
1127	0.2635709372
1128	0.2635312414
1129	0.2635154486
1130	0.263488527
1131	0.2634526278
1132	0.2634222263
1133	0.2633995684
1134	0.2633744868
1135	0.2633598558
1136	0.2633423231
1137	0.2633201822
1138	0.2632897696
1139	0.2632662278
1140	0.2632386891
1141	0.2632134852
1142	0.2631783809
1143	0.2631379179
1144	0.2631039643
1145	0.2630797443
1146	0.2630510328
1147	0.2630223768
1148	0.2629890847
1149	0.2629659098
1150	0.2629384768
1151	0.262910738
1152	0.2628765676
1153	0.2628354542
1154	0.2628124738
1155	0.2627868641
1156	0.2627627442
1157	0.2627393358
1158	0.2627073945
1159	0.2626823685
1160	0.262660133
1161	0.2626332781
1162	0.2626199924
1163	0.262593799
1164	0.2625737704
1165	0.2625513403
1166	0.2625177147
1167	0.2624824326
1168	0.2624483511
1169	0.2624325362
1170	0.2624069153
1171	0.2623786596
1172	0.262360432
1173	0.2623452563
1174	0.2623266619
1175	0.2622965162
1176	0.2622693555
1177	0.2622466698
1178	0.262227236
1179	0.262207741
1180	0.2621780511
1181	0.262154198
1182	0.2621244913
1183	0.2620934729
1184	0.2620736999
1185	0.2620406136
1186	0.2620198734
1187	0.2619989109
1188	0.2619688207
1189	0.2619361179
1190	0.2619234937
1191	0.2618931478
1192	0.2618635246
1193	0.2618435905
1194	0.2618181865
1195	0.2617873347
1196	0.2617601129
1197	0.2617472998
1198	0.2617264373
1199	0.2617070813
1200	0.2616804321
1201	0.261655356
1202	0.2616252937
1203	0.2615969601
1204	0.2615730792
1205	0.2615384919
1206	0.261506206
1207	0.2614805685
1208	0.2614598061
1209	0.2614382432
1210	0.2614080308
1211	0.2613861399
1212	0.2613678235
1213	0.2613461883
1214	0.2613166374
1215	0.2612971869
1216	0.2612709713
1217	0.2612539222
1218	0.261222509
1219	0.2612056656
1220	0.2611749696
1221	0.2611523338
1222	0.2611302429
1223	0.2610979792
1224	0.261062836
1225	0.2610428574
1226	0.2610226676
1227	0.261001883
1228	0.2609840279
1229	0.2609622427
1230	0.2609399683
1231	0.2609192726
1232	0.2608916451
1233	0.2608665801
1234	0.2608363899
1235	0.2607992955
1236	0.260780501
1237	0.2607612784
1238	0.2607428007
1239	0.26072668
1240	0.2606934769
1241	0.2606588451
1242	0.2606348919
1243	0.2606075034
1244	0.2605897817
1245	0.2605704313
1246	0.2605407636
1247	0.2605089279
1248	0.2604743962
1249	0.2604481639
1250	0.2604126872
1251	0.2603868941
1252	0.2603668321
1253	0.2603546026
1254	0.26032971
1255	0.260305868
1256	0.2602787629
1257	0.2602653994
1258	0.2602441534
1259	0.2602234188
1260	0.2601986763
1261	0.2601821609
1262	0.2601600365
1263	0.260136567
1264	0.2601176502
1265	0.2600953091
1266	0.2600604994
1267	0.2600326217
1268	0.2600077013
1269	0.2599798958
1270	0.2599600506
1271	0.2599382376
1272	0.2599261804
1273	0.2599039894
1274	0.2598851838
1275	0.259852959
1276	0.2598251702
1277	0.2597903327
1278	0.259765668
1279	0.2597411979
1280	0.2597197017
1281	0.2596942977
1282	0.2596693828
1283	0.2596434396
1284	0.2596223826
1285	0.2596090858
1286	0.2595920423
1287	0.2595746875
1288	0.2595628026
1289	0.2595460426
1290	0.259530072
1291	0.2595025611
1292	0.2594750058
1293	0.2594554219
1294	0.2594349097
1295	0.2594184276
1296	0.2594032074
1297	0.259373751
1298	0.2593586475
1299	0.2593337049
1300	0.259310202
1301	0.2592840419
1302	0.2592579264
1303	0.259230938
1304	0.2592164516
1305	0.259187451
1306	0.2591651321
1307	0.2591456205
1308	0.2591231682
1309	0.2591055911
1310	0.2590814989
1311	0.2590615315
1312	0.2590503637
1313	0.2590292567
1314	0.2590041862
1315	0.2589873261
1316	0.2589665637
1317	0.2589349282
1318	0.2589208253
1319	0.2588958716
1320	0.2588677437
1321	0.2588465032
1322	0.2588275808
1323	0.2588065238
1324	0.2587878905
1325	0.2587690459
1326	0.2587472385
1327	0.258722974
1328	0.2587020727
1329	0.2586772968
1330	0.2586559507
1331	0.2586375564
1332	0.258609901
1333	0.2585876266
1334	0.2585723453
1335	0.2585578922
1336	0.2585307316
1337	0.2584966946
1338	0.2584757155
1339	0.2584519735
1340	0.2584288319
1341	0.2584073247
1342	0.2583839274
1343	0.2583590181
1344	0.2583369383
1345	0.2583130462
1346	0.2583017061
1347	0.2582682529
1348	0.2582424152
1349	0.2582122194
1350	0.2581892335
1351	0.2581712561
1352	0.2581478644
1353	0.258126018
1354	0.2581082686
1355	0.2580870448
1356	0.258069312
1357	0.2580427684
1358	0.2580222228
1359	0.2579972468
1360	0.2579778853
1361	0.2579559277
1362	0.2579408799
1363	0.2579211292
1364	0.2579050529
1365	0.2578812443
1366	0.2578595425
1367	0.2578350946
1368	0.2578020137
1369	0.2577888225
1370	0.2577629849
1371	0.2577304877
1372	0.2577043444
1373	0.2576800021
1374	0.2576540421
1375	0.2576390832
1376	0.2576148076
1377	0.2575947068
1378	0.2575736498
1379	0.2575615092
1380	0.2575454552
1381	0.2575183779
1382	0.2574914396
1383	0.2574756357
1384	0.2574557572
1385	0.257429625
1386	0.2574052771
1387	0.2573794506
1388	0.2573629241
1389	0.2573476094
1390	0.2573275474
1391	0.2572987414
1392	0.2572759166
1393	0.2572491729
1394	0.2572154361
1395	0.2571957077
1396	0.2571693086
1397	0.2571385903
1398	0.2571162937
1399	0.2570933411
1400	0.2570762809
1401	0.2570524612
1402	0.2570335054
1403	0.2570128153
1404	0.2569948768
1405	0.2569647422
1406	0.2569412337
1407	0.2569153572
1408	0.2568962958
1409	0.2568674953
1410	0.256844376
1411	0.256822285
1412	0.2568107392
1413	0.2567910497
1414	0.2567706209
1415	0.2567541833
1416	0.2567267503
1417	0.2567029472
1418	0.2566773486
1419	0.2566508495
1420	0.2566330055
1421	0.2566050277
1422	0.2565820418
1423	0.2565467096
1424	0.256534191
1425	0.2565127727
1426	0.2564953456
1427	0.2564658725
1428	0.2564479952
1429	0.2564259487
1430	0.2564036243
1431	0.2563884374
1432	0.2563718831
1433	0.2563466458
1434	0.2563267617
1435	0.2563048765
1436	0.2562839362
1437	0.2562594271
1438	0.2562335061
1439	0.2562126215
1440	0.2561993246
1441	0.2561719528
1442	0.2561540476
1443	0.2561328239
1444	0.25610762
1445	0.2560885364
1446	0.2560624875
1447	0.2560453662
1448	0.2560217688
1449	0.2559893883
1450	0.2559685259
1451	0.2559528332
1452	0.2559330214
1453	0.255911503
1454	0.2558851651
1455	0.2558569872
1456	0.2558334509
1457	0.2558033051
1458	0.2557812364
1459	0.2557675283
1460	0.255742152
1461	0.255722418
1462	0.2557032399
1463	0.2556799816
1464	0.255657874
1465	0.2556419867
1466	0.2556145926
1467	0.2555879934
1468	0.2555614165
1469	0.2555303424
1470	0.2555031317
1471	0.2554847541
1472	0.2554571043
1473	0.2554377705
1474	0.2554082918
1475	0.2553781794
1476	0.2553567166
1477	0.2553319796
1478	0.255305525
1479	0.2552881869
1480	0.2552720161
1481	0.2552503309
1482	0.2552315364
1483	0.2552130365
1484	0.2551888276
1485	0.2551655748
1486	0.2551426945
1487	0.2551311099
1488	0.2551070288
1489	0.2550830701
1490	0.2550678944
1491	0.2550514679
1492	0.2550296493
1493	0.2550084033
1494	0.2549977081
1495	0.254973149
1496	0.2549516473
1497	0.2549280832
1498	0.2549084604
1499	0.2548948412
1500	0.2548783758
1501	0.2548641451
1502	0.2548401641
1503	0.2548217865
1504	0.2548016745
1505	0.2547805397
1506	0.2547539183
1507	0.2547293536
1508	0.2547070681
1509	0.2546934155
1510	0.2546630307
